"Sociedad","Periodo","Ejercicio","NªDocumento SAP","Division","Fecha Contable","Tip.Document","Tip.Comproba","  Numero Factura","Cod.Proveedor SAP","Nombre Proveedor","Pais Provee","      CUIT"," Importe Factura"," Percepción IIBB","Total Otros Impues"," Tasa IVA","   Importe IVA","Exento 7 No Imponi","Importe Percepción","Importe Ret. IVA T","Moneda"
"  AR01","6","2022","1100008234","161","2013","     FA","     A","641","33532","METROGAS S.A.","    AR","30657863676","49265","0","0","0","0","0","1,160.27","0"," ARS"
"  AR01","6","2022","1100008317","169","2013","     FA","     A","642","33535","DISTRIBUIDORA DE GAS CUYANA SA","    AR","33657865589","67356","0","0","0","0","0","1,512.81","0"," ARS"
"  AR01","6","2022","1100008414","163","2013","     FA","     X","643","33656","BANCO SANTANDER RIO SA","    AR","30500008454","0","0","0","0","0","0","203.88","0"," ARS"
"  AR01","6","2022","1100008468","169","2013","     FA","     A","644","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","0","0","673.13","0"," ARS"
"  AR01","6","2022","1100008469","162","2013","     FA","     A","645","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","0","0","388.59","0"," ARS"
"  AR01","6","2022","1100008470","161","2013","     FA","     A","646","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","0","0","339.54","0"," ARS"
"  AR01","6","2022","1100008506","162","2013","     FA","     A","647","33538","EDESUR SA","    AR","30655116512","201760","0","0","0","0","0","4,576.94","0"," ARS"
"  AR01","6","2022","1100008721","163","2013","     NC","     X","648","33656","BANCO SANTANDER RIO SA","    AR","30500008454","0","0","0","0","0","0","-203.88","0"," ARS"
"  AR01","6","2022","1100008722","163","2013","     FA","     X","649","33656","BANCO SANTANDER RIO SA","    AR","30500008454","0","0","0","0","0","0","203.88","0"," ARS"
"  AR01","6","2022","1100008784","162","2013","     NC","     A","650","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","0","0","-388.59","0"," ARS"
"  AR01","6","2022","1100008785","162","2013","     FA","     A","651","33551","TELEFONICA DE ARGENTINA S.A.","    AR","30639453975","0","0","0","0","0","0","388.59","0"," ARS"
"  AR01","6","2022","8000132239","163","2013","     FA","     A","652","","","","","0","0","0","0","0","0","141.32","0"," ARS"
"  AR01","6","2022","8000132618","164","2013","     FA","     A","653","","","","","0","0","0","0","0","0","121.02","0"," ARS"
"  AR01","6","2022","8000137305","163","2013","     FA","     A","654","","","","","0","0","0","0","0","0","90.46","0"," ARS"
"  AR01","6","2022","8000139127","163","2013","     FA","     A","655","","","","","0","0","0","0","0","0","155.03","0"," ARS"
"  AR01","6","2022","8000143132","164","2013","     FA","     A","656","","","","","0","0","0","0","0","0","92.37","0"," ARS"
"  AR01","6","2022","8000153768","163","2013","     FA","     A","657","","","","","0","0","0","0","0","0","65.52","0"," ARS"
"  AR01","6","2022","8000155670","163","2013","     FA","     A","658","","","","","0","0","0","0","0","0","101.48","0"," ARS"
"  AR01","6","2022","500000324","9509","2013","     FA","     A","659","3100070137","NH HOTELES ESPAÑA, S.A.","    ES","   A58511882","16993","0","0","0","0","16,992.50","0","0"," EUR"
"  AR01","6","2022","500000331","9509","2013","     FA","     A","660","3103118911","NH HOTELES DEUTSCHLAND GMBH","    DE","  37/168/20751","72339","0","0","0","0","72,338.68","0","0"," EUR"
"  AR01","6","2022","500000332","9509","2013","     FA","     A","661","3103118911","NH HOTELES DEUTSCHLAND GMBH","    DE","  37/168/20751","43922","0","0","0","0","43,922.23","0","0"," EUR"
"  AR01","6","2022","500000333","9509","2013","     FA","     A","662","3100000002","ROYAL SANTIAGO HOTEL S.A.","    CL","   99544140-3","1188586","0","0","0","0","1,188,586.20","0","0"," USD"
"  AR01","6","2022","500000334","9509","2013","     FA","     A","663","3100000002","ROYAL SANTIAGO HOTEL S.A.","    CL","   99544140-3","238586","0","0","0","0","238,585.54","0","0"," USD"
"  AR01","6","2022","500000335","9509","2013","     FA","     A","664","3100000002","ROYAL SANTIAGO HOTEL S.A.","    CL","   99544140-3","69059","0","0","0","0","69,058.56","0","0"," USD"
"  AR01","6","2022","500000336","9509","2013","     FA","     A","665","3100038784","NH HOTEL GROUP, S.A","    ES","   A28027944","763167","0","0","0","0","763,166.84","0","0"," EUR"
"  AR01","6","2022","500000337","9509","2013","     FA","     A","666","3100038784","NH HOTEL GROUP, S.A","    ES","   A28027944","85290","0","0","0","0","85,289.80","0","0"," EUR"
"  AR01","6","2022","500000338","9509","2013","     FA","     A","667","3100038784","NH HOTEL GROUP, S.A","    ES","   A28027944","170578","0","0","0","0","170,578.32","0","0"," EUR"
"  AR01","6","2022","500000339","9509","2013","     FA","     A","668","3100038784","NH HOTEL GROUP, S.A","    ES","   A28027944","7054","0","0","0","0","7,053.51","0","0"," EUR"
"  AR01","6","2022","500000340","9509","2013","     FA","     A","669","3100038784","NH HOTEL GROUP, S.A","    ES","   A28027944","7054","0","0","0","0","7,053.51","0","0"," EUR"
"  AR01","6","2022","500000341","9509","2013","     FA","     A","670","3102868484","NUEVOS ESPACIOS HOTELEROS, S.A","    ES","   A82674672","16825","0","0","0","0","16,825.12","0","0"," EUR"
"  AR01","6","2022","500000342","9509","2013","     FA","     A","671","3100070137","NH HOTELES ESPAÑA, S.A.","    ES","   A58511882","42457","0","0","0","0","42,457.11","0","0"," EUR"
"  AR01","6","2022","500000343","9509","2013","     FA","     A","672","3100070137","NH HOTELES ESPAÑA, S.A.","    ES","   A58511882","16860","0","0","0","0","16,860.10","0","0"," EUR"
"  AR01","6","2022","500000344","9509","2013","     NC","     A","673","3100070137","NH HOTELES ESPAÑA, S.A.","    ES","   A58511882","-16860","0","0","0","0","-16,860.10","0","0"," EUR"
"  AR01","6","2022","500000345","9509","2013","     FA","     A","674","3100070137","NH HOTELES ESPAÑA, S.A.","    ES","   A58511882","19820","0","0","0","0","19,819.55","0","0"," EUR"
"  AR01","6","2022","500000346","9509","2013","     FA","     A","675","3100070137","NH HOTELES ESPAÑA, S.A.","    ES","   A58511882","25537","0","0","0","0","25,536.82","0","0"," EUR"
"  AR01","6","2022","500000347","9509","2013","     FA","     A","676","3102868484","NUEVOS ESPACIOS HOTELEROS, S.A","    ES","   A82674672","10697","0","0","0","0","10,697.09","0","0"," EUR"
"  AR01","6","2022","500000348","9509","2014","     FA","     A","677","3100038784","NH HOTEL GROUP, S.A","    ES","   A28027944","2484101","0","0","0","0","2,484,101.16","0","0"," EUR"
"  AR01","6","2022","500000349","9509","2014","     FA","     A","678","3100038784","NH HOTEL GROUP, S.A","    ES","   A28027944","1399782","0","0","0","0","1,399,782.16","0","0"," EUR"
"  AR01","6","2022","500000350","9509","2014","     FA","     A","679","3100038784","NH HOTEL GROUP, S.A","    ES","   A28027944","676","0","0","0","0","675.81","0","0"," EUR"
"  AR01","6","2022","500000351","9509","2014","     FA","     A","680","3100038784","NH HOTEL GROUP, S.A","    ES","   A28027944","1575989","0","0","0","0","1,575,988.50","0","0"," EUR"
"  AR01","6","2022","500000352","9509","2014","     FA","     A","681","3100038784","NH HOTEL GROUP, S.A","    ES","   A28027944","64240","0","0","0","0","64,240.43","0","0"," EUR"
"  AR01","6","2022","500000353","9509","2014","     FA","     A","682","3100038784","NH HOTEL GROUP, S.A","    ES","   A28027944","192721","0","0","0","0","192,721.28","0","0"," EUR"
"  AR01","6","2022","500000354","9509","2014","     FA","     A","683","3100038784","NH HOTEL GROUP, S.A","    ES","   A28027944","77089","0","0","0","0","77,088.51","0","0"," EUR"
"  AR01","6","2022","500000355","9509","2014","     FA","     A","684","3100038784","NH HOTEL GROUP, S.A","    ES","   A28027944","77089","0","0","0","0","77,088.51","0","0"," EUR"
"  AR01","6","2022","500000356","9509","2014","     FA","     A","685","3100038784","NH HOTEL GROUP, S.A","    ES","   A28027944","128481","0","0","0","0","128,480.85","0","0"," EUR"
"  AR01","6","2022","500000357","9509","2014","     FA","     A","686","3100038784","NH HOTEL GROUP, S.A","    ES","   A28027944","102573","0","0","0","0","102,572.76","0","0"," USD"
"  AR01","6","2022","500000358","9509","2014","     FA","     A","687","3100038784","NH HOTEL GROUP, S.A","    ES","   A28027944","102573","0","0","0","0","102,572.76","0","0"," USD"
"  AR01","6","2022","500000359","9509","2014","     FA","     A","688","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","4740629","0","0","0","0","4,740,629.12","0","0"," USD"
"  AR01","6","2022","500000360","9509","2014","     FA","     A","689","3103166554","OPERADORA NACIONAL HISPANA","    MX","  ONH970520T89","121854","0","0","0","0","121,854.37","0","0"," USD"
"  AR01","6","2022","500000361","9509","2014","     FA","     A","690","3103166554","OPERADORA NACIONAL HISPANA","    MX","  ONH970520T89","12512","0","0","0","0","12,511.83","0","0"," USD"
"  AR01","6","2022","500000362","9509","2014","     FA","     A","691","3103166554","OPERADORA NACIONAL HISPANA","    MX","  ONH970520T89","6917","0","0","0","0","6,916.57","0","0"," USD"
"  AR01","6","2022","500000363","9509","2014","     FA","     A","692","3103166554","OPERADORA NACIONAL HISPANA","    MX","  ONH970520T89","5510","0","0","0","0","5,510.25","0","0"," USD"
"  AR01","6","2022","500000364","9509","2014","     FA","     A","693","3103166554","OPERADORA NACIONAL HISPANA","    MX","  ONH970520T89","110386","0","0","0","0","110,386.35","0","0"," USD"
"  AR01","6","2022","500000365","9509","2014","     FA","     A","694","3103166554","OPERADORA NACIONAL HISPANA","    MX","  ONH970520T89","17763","0","0","0","0","17,763.32","0","0"," USD"
"  AR01","6","2022","500000366","9509","2014","     FA","     A","695","3103166554","OPERADORA NACIONAL HISPANA","    MX","  ONH970520T89","1569","0","0","0","0","1,568.82","0","0"," USD"
"  AR01","6","2022","500000367","9509","2014","     FA","     A","696","3103166554","OPERADORA NACIONAL HISPANA","    MX","  ONH970520T89","5059","0","0","0","0","5,058.98","0","0"," USD"
"  AR01","6","2022","500000368","9509","2014","     FA","     A","697","3103885612","HOTELERA DE LA PARRA, S.A. DE","    MX","  HPA820301IF0","6873","0","0","0","0","6,872.82","0","0"," USD"
"  AR01","6","2022","500000369","9509","2014","     FA","     A","698","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","137179","0","0","0","0","137,179.16","0","0"," USD"
"  AR01","6","2022","500000370","9509","2014","     FA","     A","699","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","317554","0","0","0","0","317,553.57","0","0"," USD"
"  AR01","6","2022","500000371","9509","2014","     FA","     A","700","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","93362","0","0","0","0","93,361.50","0","0"," USD"
"  AR01","6","2022","500000372","9509","2014","     FA","     A","701","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","93859","0","0","0","0","93,859.42","0","0"," USD"
"  AR01","6","2022","500000373","9509","2014","     FA","     A","702","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","74191","0","0","0","0","74,191.27","0","0"," USD"
"  AR01","6","2022","500000374","9509","2014","     FA","     A","703","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","34108","0","0","0","0","34,108.07","0","0"," USD"
"  AR01","6","2022","500000375","9509","2014","     FA","     A","704","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","22905","0","0","0","0","22,904.69","0","0"," USD"
"  AR01","6","2022","500000376","9509","2014","     FA","     A","705","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","109669","0","0","0","0","109,668.64","0","0"," USD"
"  AR01","6","2022","500000377","9509","2014","     FA","     A","706","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","141909","0","0","0","0","141,909.47","0","0"," USD"
"  AR01","6","2022","500000378","9509","2014","     FA","     A","707","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","3486","0","0","0","0","3,485.50","0","0"," USD"
"  AR01","6","2022","500000379","9509","2014","     FA","     A","708","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","14066","0","0","0","0","14,066.47","0","0"," USD"
"  AR01","6","2022","500000380","9509","2014","     FA","     A","709","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","15560","0","0","0","0","15,560.25","0","0"," USD"
"  AR01","6","2022","500000381","9509","2014","     FA","     A","710","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","1369","0","0","0","0","1,369.30","0","0"," USD"
"  AR01","6","2022","500000382","9509","2014","     FA","     A","711","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","1369","0","0","0","0","1,369.30","0","0"," USD"
"  AR01","6","2022","500000383","9509","2014","     FA","     A","712","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","1369","0","0","0","0","1,369.30","0","0"," USD"
"  AR01","6","2022","500000384","9509","2014","     FA","     A","713","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","1369","0","0","0","0","1,369.30","0","0"," USD"
"  AR01","6","2022","500000385","9509","2014","     FA","     A","714","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","3361","0","0","0","0","3,361.01","0","0"," USD"
"  AR01","6","2022","500000386","9509","2014","     FA","     A","715","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","1369","0","0","0","0","1,369.30","0","0"," USD"
"  AR01","6","2022","500000387","9509","2014","     FA","     A","716","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","53776","0","0","0","0","53,776.22","0","0"," USD"
"  AR01","6","2022","500000388","9509","2014","     FA","     A","717","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","13195","0","0","0","0","13,195.09","0","0"," USD"
"  AR01","6","2022","500000389","9509","2014","     FA","     A","718","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","13444","0","0","0","0","13,444.06","0","0"," USD"
"  AR01","6","2022","500000390","9509","2014","     FA","     A","719","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","32116","0","0","0","0","32,116.35","0","0"," USD"
"  AR01","6","2022","500000391","9509","2014","     FA","     A","720","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","15436","0","0","0","0","15,435.77","0","0"," USD"
"  AR01","6","2022","500000392","9509","2014","     FA","     A","721","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","19046","0","0","0","0","19,045.75","0","0"," USD"
"  AR01","6","2022","500000393","9509","2014","     FA","     A","722","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","65104","0","0","0","0","65,104.08","0","0"," USD"
"  AR01","6","2022","500000394","9509","2014","     FA","     A","723","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","1369","0","0","0","0","1,369.30","0","0"," USD"
"  AR01","6","2022","500000395","9509","2014","     FA","     A","724","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","9585","0","0","0","0","9,585.11","0","0"," USD"
"  AR01","6","2022","500000396","9509","2014","     FA","     A","725","3103166554","OPERADORA NACIONAL HISPANA","    MX","  ONH970520T89","73319","0","0","0","0","73,318.96","0","0"," USD"
"  AR01","6","2022","500000397","9509","2014","     FA","     A","726","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","27091","0","0","0","0","27,091.02","0","0"," USD"
"  AR01","6","2022","500000398","9509","2014","     FA","     A","727","3100000006","HOTELES ROYAL S.A.","    CO","8000655399","655780","0","0","0","0","655,780.15","0","0"," USD"
"  AR01","6","2022","1100003766","160","2014","     FA","     A","728","40240","MAILCAR SRL","    AR","30705463367","0","0","0","0","0","2,999.98","0","0"," ARS"
"  AR01","6","2022","1100003837","160","2014","     FA","     A","729","33525","CERVECERIA Y MALT.QUILMES S.A.","    AR","33508358259","0","0","0","0","0","1,126.27","0","0"," ARS"
"  AR01","6","2022","1100005716","5433","2014","     FA","     A","730","33957","COCA COLA FEMSA DE BS AS S.A.","    AR","30525390086","0","0","0","0","0","3,469.65","0","0"," ARS"
"  AR01","6","2022","1100006018","169","2014","     FA","     A","731","53061","ROVLAN S.A.","    AR","30711379521","0","0","0","0","0","546.83","0","0"," ARS"
"  AR01","6","2022","1100006019","169","2014","     FA","     A","732","53061","ROVLAN S.A.","    AR","30711379521","0","0","0","0","0","428.44","0","0"," ARS"
"  AR01","6","2022","1100006125","5430","2014","     FA","     A","733","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","0","0","249","0","0"," ARS"
"  AR01","6","2022","1100006126","5430","2014","     FA","     A","734","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","0","0","777.5","0","0"," ARS"
"  AR01","6","2022","1100006127","5430","2014","     FA","     A","735","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","0","0","87","0","0"," ARS"
"  AR01","6","2022","1100006130","161","2014","     FA","     A","736","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","0","0","82.75","0","0"," ARS"
"  AR01","6","2022","1100006131","161","2014","     FA","     A","737","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","0","0","43.5","0","0"," ARS"
"  AR01","6","2022","1100006132","161","2014","     FA","     A","738","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","0","0","133.25","0","0"," ARS"
"  AR01","6","2022","1100006133","162","2014","     FA","     A","739","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","0","0","36.75","0","0"," ARS"
"  AR01","6","2022","1100006134","162","2014","     FA","     A","740","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","0","0","43.5","0","0"," ARS"
"  AR01","6","2022","1100006135","162","2014","     FA","     A","741","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","0","0","104.5","0","0"," ARS"
"  AR01","6","2022","1100006136","160","2014","     FA","     A","742","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","0","0","65.25","0","0"," ARS"
"  AR01","6","2022","1100006137","160","2014","     FA","     A","743","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","0","0","172.75","0","0"," ARS"
"  AR01","6","2022","1100006138","160","2014","     FA","     A","744","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","0","0","43.5","0","0"," ARS"
"  AR01","6","2022","1100006139","160","2014","     FA","     A","745","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","0","0","43.5","0","0"," ARS"
"  AR01","6","2022","1100006140","160","2014","     FA","     A","746","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","0","0","250","0","0"," ARS"
"  AR01","6","2022","1100006141","160","2014","     FA","     A","747","34054","OTI ALIMENTOS S.A.","    AR","33707336469","0","0","0","0","0","43.5","0","0"," ARS"
"  AR01","6","2022","1100006155","169","2014","     FA","     A","748","37726","PAN DE VIDA S.R.L.","    AR","30708064986","0","0","0","0","0","1,750.00","0","0"," ARS"
"  AR01","6","2022","1100006300","5435","2014","     FA","     A","749","33525","CERVECERIA Y MALT.QUILMES S.A.","    AR","33508358259","0","0","0","0","0","2,386.37","0","0"," ARS"
"  AR01","6","2022","1100007029","5435","2014","     FA","     A","750","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","0","0","0","0","0","767.13","0","0"," ARS"
"  AR01","6","2022","1100007043","169","2014","     FA","     A","751","37332","FRANCISCO MOYA S.A.","    AR","30708113081","0","0","0","0","0","40.82","0","0"," ARS"
"  AR01","6","2022","1100007044","169","2014","     FA","     A","752","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","0","0","0","0","0","436.38","0","0"," ARS"
"  AR01","6","2022","1100007072","9509","2014","     FA","     A","753","34116","ASSIST CARD ARGENTINA SA DE SE","    AR","33547992429","10094","0","0","0","0","10,093.73","0","0"," USD"
"  AR01","6","2022","1100007077","5435","2014","     FA","     A","754","33957","COCA COLA FEMSA DE BS AS S.A.","    AR","30525390086","0","0","0","0","0","921.94","0","0"," ARS"
"  AR01","6","2022","1100007081","9509","2014","     FA","     A","755","33657","GLOBAL COMPANY DISTRIBUTION S.","    AR","30709746886","36677","0","0","0","0","36,677.34","0","0"," ARS"
"  AR01","6","2022","1100007084","9509","2014","     FA","     A","756","34012","TTS VIAJES S.A.","    AR","30521151818","0","0","0","0","0","13,765.00","0","0"," ARS"
"  AR01","6","2022","1100007085","9509","2014","     FA","     A","757","34012","TTS VIAJES S.A.","    AR","30521151818","0","0","0","0","0","1,526.74","0","0"," ARS"
"  AR01","6","2022","1100007086","9509","2014","     FA","     A","758","34012","TTS VIAJES S.A.","    AR","30521151818","0","0","0","0","0","1,525.82","0","0"," ARS"
"  AR01","6","2022","1100007091","162","2014","     FA","     B","759","71448","CENTRO DE DISTRIBUCION SUR SRL","    AR","30709531960","33569","0","0","0","0","33,568.88","0","0"," ARS"
"  AR01","6","2022","1100007092","5435","2014","     FA","     B","760","71448","CENTRO DE DISTRIBUCION SUR SRL","    AR","30709531960","88094","0","0","0","0","88,093.71","0","0"," ARS"
"  AR01","6","2022","1100007095","9509","2014","     FA","     A","761","34012","TTS VIAJES S.A.","    AR","30521151818","0","0","0","0","0","1,526.74","0","0"," ARS"
"  AR01","6","2022","1100007116","9509","2014","     FA","     A","762","34012","TTS VIAJES S.A.","    AR","30521151818","0","0","0","0","0","112,320.00","0","0"," ARS"
"  AR01","6","2022","1100007120","164","2014","     FA","     A","763","36954","DISTRIBUIDORA DE GAS DEL CENTR","    AR","33657865279","39163","0","0","0","0","39,163.32","0","0"," ARS"
"  AR01","6","2022","1100007138","9509","2014","     FA","     A","764","33711","QUIROGA JULIO IGNACIO, TISSONE","    AR","30711200939","22231","0","0","0","0","2,460.00","0","0"," ARS"
"  AR01","6","2022","1100007193","5433","2014","     FA","     A","765","33957","COCA COLA FEMSA DE BS AS S.A.","    AR","30525390086","0","0","0","0","0","3,760.44","0","0"," ARS"
"  AR01","6","2022","1100007194","161","2014","     FA","     A","766","40240","MAILCAR SRL","    AR","30705463367","0","0","0","0","0","35,712.55","0","0"," ARS"
"  AR01","6","2022","1100007205","164","2014","     FA","     A","767","36954","DISTRIBUIDORA DE GAS DEL CENTR","    AR","33657865279","2826","0","0","0","0","2,825.69","0","0"," ARS"
"  AR01","6","2022","1100007209","160","2014","     FA","     A","768","33525","CERVECERIA Y MALT.QUILMES S.A.","    AR","33508358259","0","0","0","0","0","1,919.93","0","0"," ARS"
"  AR01","6","2022","1100007211","160","2014","     FA","     A","769","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","0","0","0","0","0","93.96","0","0"," ARS"
"  AR01","6","2022","1100007217","169","2014","     FA","     A","770","53061","ROVLAN S.A.","    AR","30711379521","0","0","0","0","0","4,489.02","0","0"," ARS"
"  AR01","6","2022","1100007218","163","2014","     FA","     A","771","36954","DISTRIBUIDORA DE GAS DEL CENTR","    AR","33657865279","5717","0","0","0","0","5,716.54","0","0"," ARS"
"  AR01","6","2022","1100007219","163","2014","     FA","     A","772","36954","DISTRIBUIDORA DE GAS DEL CENTR","    AR","33657865279","24997","0","0","0","0","24,997.38","0","0"," ARS"
"  AR01","6","2022","1100007220","163","2014","     FA","     A","773","36954","DISTRIBUIDORA DE GAS DEL CENTR","    AR","33657865279","62798","0","0","0","0","62,798.26","0","0"," ARS"
"  AR01","6","2022","1100007281","9509","2014","     FA","     A","774","34012","TTS VIAJES S.A.","    AR","30521151818","0","0","0","0","0","9,060.00","0","0"," ARS"
"  AR01","6","2022","1100007282","163","2014","     FA","     A","775","34012","TTS VIAJES S.A.","    AR","30521151818","0","0","0","0","0","1,526.01","0","0"," ARS"
"  AR01","6","2022","1100007283","9509","2014","     FA","     A","776","34116","ASSIST CARD ARGENTINA SA DE SE","    AR","33547992429","9254","0","0","0","0","9,254.35","0","0"," USD"
"  AR01","6","2022","1100007284","9509","2014","     FA","     A","777","33711","QUIROGA JULIO IGNACIO, TISSONE","    AR","30711200939","9184","0","0","0","0","690","0","0"," ARS"
"  AR01","6","2022","1100007291","9509","2014","     FA","     C","778","75852","AMED JONATHAN EZEQUIEL","    AR","20335633157","1195","0","0","0","0","1,195.00","0","0"," ARS"
"  AR01","6","2022","1100007299","9509","2014","     FA","     A","779","40240","MAILCAR SRL","    AR","30705463367","0","0","0","0","0","6,639.60","0","0"," ARS"
"  AR01","6","2022","1100007300","9509","2014","     FA","     A","780","40240","MAILCAR SRL","    AR","30705463367","0","0","0","0","0","100,737.50","0","0"," ARS"
"  AR01","6","2022","1100007301","5435","2014","     FA","     A","781","40240","MAILCAR SRL","    AR","30705463367","0","0","0","0","0","32,246.59","0","0"," ARS"
"  AR01","6","2022","1100007360","163","2014","     FA","     A","782","32332","M.A. COMERCIAL S.R.L.","    AR","30693012631","0","0","0","0","0","10.82","0","0"," ARS"
"  AR01","6","2022","1100007361","164","2014","     FA","     A","783","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","0","0","0","0","0","581.81","0","0"," ARS"
"  AR01","6","2022","1100007362","163","2014","     FA","     A","784","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","0","0","0","0","0","1,099.24","0","0"," ARS"
"  AR01","6","2022","1100007441","9509","2014","     FA","     C","785","75852","AMED JONATHAN EZEQUIEL","    AR","20335633157","1195","0","0","0","0","1,195.00","0","0"," ARS"
"  AR01","6","2022","1100007459","162","2014","     FA","     A","786","33957","COCA COLA FEMSA DE BS AS S.A.","    AR","30525390086","0","0","0","0","0","901.67","0","0"," ARS"
"  AR01","6","2022","1100007463","5430","2014","     FA","     A","787","33957","COCA COLA FEMSA DE BS AS S.A.","    AR","30525390086","0","0","0","0","0","1,203.43","0","0"," ARS"
"  AR01","6","2022","1100007467","5433","2014","     FA","","788","1089","RADIO AMBIENTE MUSICAL, S.A","    ES","   A08204638","1882","0","0","0","0","1,882.38","0","0"," EUR"
"  AR01","6","2022","1100007469","160","2014","     FA","","789","1089","RADIO AMBIENTE MUSICAL, S.A","    ES","   A08204638","1882","0","0","0","0","1,882.38","0","0"," EUR"
"  AR01","6","2022","1100007470","163","2014","     FA","","790","1089","RADIO AMBIENTE MUSICAL, S.A","    ES","   A08204638","1882","0","0","0","0","1,882.38","0","0"," EUR"
"  AR01","6","2022","1100007471","164","2014","     FA","","791","1089","RADIO AMBIENTE MUSICAL, S.A","    ES","   A08204638","1882","0","0","0","0","1,882.38","0","0"," EUR"
"  AR01","6","2022","1100007505","169","2014","     FA","     A","792","34012","TTS VIAJES S.A.","    AR","30521151818","0","0","0","0","0","1,526.12","0","0"," ARS"
"  AR01","6","2022","1100007506","9509","2014","     FA","     A","793","34012","TTS VIAJES S.A.","    AR","30521151818","0","0","0","0","0","34,068.64","0","0"," ARS"
"  AR01","6","2022","1100007525","162","2014","     FA","     A","794","33538","EDESUR SA","    AR","30655116512","0","0","0","0","0","-3,634.72","0","0"," ARS"
"  AR01","6","2022","1100007539","160","2014","     FA","     A","795","40240","MAILCAR SRL","    AR","30705463367","0","0","0","0","0","15,214.55","0","0"," ARS"
"  AR01","6","2022","1100007540","163","2014","     FA","     A","796","32332","M.A. COMERCIAL S.R.L.","    AR","30693012631","0","0","0","0","0","6.68","0","0"," ARS"
"  AR01","6","2022","1100007654","5435","2014","     FA","     A","797","33525","CERVECERIA Y MALT.QUILMES S.A.","    AR","33508358259","0","0","0","0","0","1,465.32","0","0"," ARS"
"  AR01","6","2022","1100007655","5435","2014","     FA","     A","798","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","0","0","0","0","0","827.73","0","0"," ARS"
"  AR01","6","2022","1100007668","5435","2014","     FA","     A","799","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","0","0","0","0","0","191.42","0","0"," ARS"
"  AR01","6","2022","1100007669","5435","2014","     FA","     A","800","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","0","0","0","0","0","1,624.79","0","0"," ARS"
"  AR01","6","2022","1100007670","5435","2014","     FA","     A","801","34098","AGUAS DANONE DE ARGENTINA S.A.","    AR","30517050225","0","0","0","0","0","512.43","0","0"," ARS"
